type_of_algo,minRF,minCS,maxOR,increment,inpfile,outfile,candidate_old,candidate_new,process_done
cmine_increment,0.05,0.5,0.1,25,../dataset/kosarak/kosarak_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.5_0.1_kosarak.txt,1,14546,143.72764802
cmine_increment,0.05,0.5,0.2,25,../dataset/kosarak/kosarak_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.5_0.2_kosarak.txt,2,14542,143.823941946
cmine_increment,0.05,0.5,0.3,25,../dataset/kosarak/kosarak_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.5_0.3_kosarak.txt,1,14537,144.34095192
cmine_increment,0.05,0.5,0.4,25,../dataset/kosarak/kosarak_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.5_0.4_kosarak.txt,2,14535,134.950570822
cmine_increment,0.05,0.5,0.5,25,../dataset/kosarak/kosarak_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.5_0.5_kosarak.txt,7,14554,135.35931015
cmine_increment,0.05,0.5,0.6,25,../dataset/kosarak/kosarak_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.5_0.6_kosarak.txt,4,14538,134.851357937
cmine_increment,0.05,0.5,0.7,25,../dataset/kosarak/kosarak_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.5_0.7_kosarak.txt,6,14538,136.683322191
cmine_increment,0.05,0.5,0.8,25,../dataset/kosarak/kosarak_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.5_0.8_kosarak.txt,6,14530,136.233276844
cmine_increment,0.05,0.5,0.9,25,../dataset/kosarak/kosarak_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.5_0.9_kosarak.txt,26,14543,138.863286018
cmine_increment,0.05,0.5,0.6,5,../dataset/kosarak/kosarak_increment_5K.txt,./outputs/kosarak/kosarak_5_0.05_0.5_0.6_test_out.txt,3,6905,72.4072771072
cmine_increment,0.05,0.5,0.6,10,../dataset/kosarak/kosarak_increment_10K.txt,./outputs/kosarak/kosarak_10_0.05_0.5_0.6_test_out.txt,3,9805,91.9568030834
cmine_increment,0.05,0.5,0.6,15,../dataset/kosarak/kosarak_increment_15K.txt,./outputs/kosarak/kosarak_15_0.05_0.5_0.6_test_out.txt,2,12012,108.703805208
cmine_increment,0.05,0.5,0.6,20,../dataset/kosarak/kosarak_increment_20K.txt,./outputs/kosarak/kosarak_20_0.05_0.5_0.6_test_out.txt,3,13361,122.510116816
cmine_increment,0.05,0.5,0.6,25,../dataset/kosarak/kosarak_increment_25K.txt,./outputs/kosarak/kosarak_25_0.05_0.5_0.6_test_out.txt,4,14538,134.856477976
cmine_increment,0.05,0.5,0.6,30,../dataset/kosarak/kosarak_increment_30K.txt,./outputs/kosarak/kosarak_30_0.05_0.5_0.6_test_out.txt,3,15623,149.271522999
cmine_increment,0.05,0.5,0.6,35,../dataset/kosarak/kosarak_increment_35K.txt,./outputs/kosarak/kosarak_35_0.05_0.5_0.6_test_out.txt,4,16566,161.515295029
cmine_increment,0.05,0.5,0.6,40,../dataset/kosarak/kosarak_increment_40K.txt,./outputs/kosarak/kosarak_40_0.05_0.5_0.6_test_out.txt,4,17436,174.853788853
cmine_increment,0.05,0.5,0.6,45,../dataset/kosarak/kosarak_increment_45K.txt,./outputs/kosarak/kosarak_45_0.05_0.5_0.6_test_out.txt,4,18212,186.871427059
cmine_increment,0.05,0.5,0.6,50,../dataset/kosarak/kosarak_increment_50K.txt,./outputs/kosarak/kosarak_50_0.05_0.5_0.6_test_out.txt,4,18931,200.72416997
cmine_increment,0.05,0.5,0.6,55,../dataset/kosarak/kosarak_increment_55K.txt,./outputs/kosarak/kosarak_55_0.05_0.5_0.6_test_out.txt,3,19491,211.319393873
cmine_increment,0.05,0.5,0.6,60,../dataset/kosarak/kosarak_increment_60K.txt,./outputs/kosarak/kosarak_60_0.05_0.5_0.6_test_out.txt,3,20068,225.536911011
cmine_increment,0.05,0.5,0.6,65,../dataset/kosarak/kosarak_increment_65K.txt,./outputs/kosarak/kosarak_65_0.05_0.5_0.6_test_out.txt,3,20584,235.126334906
cmine_increment,0.05,0.5,0.6,70,../dataset/kosarak/kosarak_increment_70K.txt,./outputs/kosarak/kosarak_70_0.05_0.5_0.6_test_out.txt,3,21130,248.395364046
cmine_increment,0.05,0.5,0.6,75,../dataset/kosarak/kosarak_increment_75K.txt,./outputs/kosarak/kosarak_75_0.05_0.5_0.6_test_out.txt,3,22036,357.811223984
cmine_increment,0.05,0.5,0.6,80,../dataset/kosarak/kosarak_increment_80K.txt,./outputs/kosarak/kosarak_80_0.05_0.5_0.6_test_out.txt,3,22454,388.103737831
cmine_increment,0.05,0.5,0.6,85,../dataset/kosarak/kosarak_increment_85K.txt,./outputs/kosarak/kosarak_85_0.05_0.5_0.6_test_out.txt,3,22832,390.356389046
cmine_increment,0.05,0.5,0.6,90,../dataset/kosarak/kosarak_increment_90K.txt,./outputs/kosarak/kosarak_90_0.05_0.5_0.6_test_out.txt,3,23166,411.603569984
cmine_increment,0.05,0.5,0.6,95,../dataset/kosarak/kosarak_increment_95K.txt,./outputs/kosarak/kosarak_95_0.05_0.5_0.6_test_out.txt,3,23614,426.211392164
cmine_increment,0.05,0.5,0.6,100,../dataset/kosarak/kosarak_increment_100K.txt,./outputs/kosarak/kosarak_100_0.05_0.5_0.6_test_out.txt,3,23949,435.752255917
