type_of_algo,minRF,minCS,maxOR,increment,inpfile,outfile,candidate_old,candidate_new,process_done
cmine_increment,0.035,0.5,0.05,25,../dataset/cabs120k08/increment_25K.txt,./outputs/cabs120k08/cabs120k08_25_0.035_0.5_0.05_test_out.txt,15,561,5.532473
cmine_increment,0.035,0.5,0.1,25,../dataset/cabs120k08/increment_25K.txt,./outputs/cabs120k08/cabs120k08_25_0.035_0.5_0.1_test_out.txt,76,739,10.848957
cmine_increment,0.035,0.5,0.15,25,../dataset/cabs120k08/increment_25K.txt,./outputs/cabs120k08/cabs120k08_25_0.035_0.5_0.15_test_out.txt,254,1080,24.666647
cmine_increment,0.035,0.5,0.2,25,../dataset/cabs120k08/increment_25K.txt,./outputs/cabs120k08/cabs120k08_25_0.035_0.5_0.2_test_out.txt,675,1659,57.112357
cmine_increment,0.035,0.5,0.25,25,../dataset/cabs120k08/increment_25K.txt,./outputs/cabs120k08/cabs120k08_25_0.035_0.5_0.25_test_out.txt,1383,2462,101.244139
cmine_increment,0.035,0.5,0.3,25,../dataset/cabs120k08/increment_25K.txt,./outputs/cabs120k08/cabs120k08_25_0.035_0.5_0.3_test_out.txt,2313,3459,185.106012
cmine_increment,0.035,0.5,0.35,25,../dataset/cabs120k08/increment_25K.txt,./outputs/cabs120k08/cabs120k08_25_0.035_0.5_0.35_test_out.txt,3455,4617,287.934702
cmine_increment,0.035,0.5,0.4,25,../dataset/cabs120k08/increment_25K.txt,./outputs/cabs120k08/cabs120k08_25_0.035_0.5_0.4_test_out.txt,4691,5739,395.551396
cmine_increment,0.035,0.5,0.45,25,../dataset/cabs120k08/increment_25K.txt,./outputs/cabs120k08/cabs120k08_25_0.035_0.5_0.45_test_out.txt,5912,6841,505.465874
cmine_increment,0.035,0.5,0.5,25,../dataset/cabs120k08/increment_25K.txt,./outputs/cabs120k08/cabs120k08_25_0.035_0.5_0.5_test_out.txt,7005,7775,602.094296
