type_of_algo,minRF,minCS,maxOR,inpfile,outfile,data_read,patterns_checked,process_done
cmine,0.085,0.5,0.1,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.1_bmspos_final_1.25L.txt,0.277036905289,55,3.40258097649
cmine,0.085,0.5,0.2,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.2_bmspos_final_1.25L.txt,0.24431180954,56,3.14818882942
cmine,0.085,0.5,0.3,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.3_bmspos_final_1.25L.txt,0.27623295784,76,4.86672878265
cmine,0.085,0.5,0.4,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.4_bmspos_final_1.25L.txt,0.238425970078,173,9.80688381195
cmine,0.085,0.5,0.5,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.5_bmspos_final_1.25L.txt,0.274800777435,254,15.505781889
cmine,0.085,0.5,0.6,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.6_bmspos_final_1.25L.txt,0.240494012833,467,28.8206160069
cmine,0.085,0.5,0.7,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.7_bmspos_final_1.25L.txt,0.281980037689,732,47.0233559608
cmine,0.085,0.5,0.8,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.8_bmspos_final_1.25L.txt,0.241437911987,1006,65.2044308186
cmine,0.085,0.5,0.9,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.9_bmspos_final_1.25L.txt,0.278268098831,1763,109.083333015
cmine,0.085,0.5,0.6,./../dataset/bmspos/bmspos_1.05L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.6_bmspos_final_1.05L.txt,0.205440044403,253,13.9530949593
cmine,0.085,0.5,0.6,./../dataset/bmspos/bmspos_1.1L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.6_bmspos_final_1.1L.txt,0.215813875198,1112,62.7084100246
cmine,0.085,0.5,0.6,./../dataset/bmspos/bmspos_1.15L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.6_bmspos_final_1.15L.txt,0.225919008255,1733,102.586179972
cmine,0.085,0.5,0.6,./../dataset/bmspos/bmspos_1.2L.txt,././outputs/bmspos/bmspos_0.085_0.5_0.6_bmspos_final_1.2L.txt,0.234970092773,1766,107.845647097
