type_of_algo,minRF,minCS,maxOR,inpfile,outfile,data_read,patterns_checked,process_done
cmine,0.08,0.5,0.1,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.1_bmspos_final_1.25L.txt,0.315459012985,120,6.48569297791
cmine,0.08,0.5,0.2,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.2_bmspos_final_1.25L.txt,0.256219863892,156,9.01897096634
cmine,0.08,0.5,0.3,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.3_bmspos_final_1.25L.txt,0.253806114197,281,16.2363340855
cmine,0.08,0.5,0.4,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.4_bmspos_final_1.25L.txt,0.253639936447,722,43.9175429344
cmine,0.08,0.5,0.5,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.5_bmspos_final_1.25L.txt,0.264634132385,1657,111.612888098
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.25L.txt,0.263205051422,4353,331.526761055
cmine,0.08,0.5,0.7,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.7_bmspos_final_1.25L.txt,0.26523900032,11437,899.889374971
cmine,0.08,0.5,0.8,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.8_bmspos_final_1.25L.txt,0.257798910141,24116,1959.32155681
cmine,0.08,0.5,0.9,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.9_bmspos_final_1.25L.txt,0.257266998291,45910,3506.70315909
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.05L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.05L.txt,0.215595960617,4397,259.271481037
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.1L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.1L.txt,0.238497018814,4189,268.627428055
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.15L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.15L.txt,0.238525867462,4111,275.229169846
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.2L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.2L.txt,0.25473690033,4210,280.51128602
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.25L.txt,0.264071941376,4353,305.980468988
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.3L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.3L.txt,0.26709985733,4389,318.232474804
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.35L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.35L.txt,0.276152849197,2985,219.562976837
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.4L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.4L.txt,0.284264087677,2816,215.323683977
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.45L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.45L.txt,0.306378126144,1871,150.818607092
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.5L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.5L.txt,0.315481901169,1883,157.300896883
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.55L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.55L.txt,0.323438882828,1928,165.659381866
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.6L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.6L.txt,0.334943056107,2784,242.074486017
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.65L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.65L.txt,0.345589876175,1902,173.844400883
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.7L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.7L.txt,0.345288991928,1934,175.12527895
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.75L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.75L.txt,0.369319915771,1958,199.277968884
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.8L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.8L.txt,0.355134010315,1963,190.166786194
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.85L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.85L.txt,0.386611938477,1294,138.879462957
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.9L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.9L.txt,0.775650978088,838,86.315584898
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_1.95L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_1.95L.txt,0.40630197525,1990,211.465464115
cmine,0.08,0.5,0.6,./../dataset/bmspos/bmspos_2.0L.txt,././outputs/bmspos/bmspos_0.08_0.5_0.6_bmspos_final_2.0L.txt,0.422503948212,1991,223.581425905
