type_of_algo,minRF,minCS,maxOR,inpfile,outfile,data_read,patterns_checked,process_done
cmine,0.075,0.5,0.1,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.1_bmspos_final_1.25L.txt,0.238411903381,136,6.59550094604
cmine,0.075,0.5,0.2,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.2_bmspos_final_1.25L.txt,0.259387969971,183,10.2425179482
cmine,0.075,0.5,0.3,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.3_bmspos_final_1.25L.txt,0.242443084717,355,21.2040941715
cmine,0.075,0.5,0.4,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.4_bmspos_final_1.25L.txt,0.245231151581,928,53.9093580246
cmine,0.075,0.5,0.5,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.5_bmspos_final_1.25L.txt,0.240886926651,2254,139.97320199
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.25L.txt,0.245562076569,6417,431.242640018
cmine,0.075,0.5,0.7,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.7_bmspos_final_1.25L.txt,0.287085056305,18836,1659.26862693
cmine,0.075,0.5,0.8,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.8_bmspos_final_1.25L.txt,0.260648012161,45450,4574.78294897
cmine,0.075,0.5,0.9,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.9_bmspos_final_1.25L.txt,0.260302066803,90001,8243.43231106
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.05L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.05L.txt,0.393342018127,6420,388.698073864
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.1L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.1L.txt,0.228051900864,6107,385.07002306
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.15L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.15L.txt,0.336344957352,6101,481.683470011
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.2L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.2L.txt,0.252506017685,6179,442.629838943
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.25L.txt,0.293544054031,6417,498.741308928
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.3L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.3L.txt,0.362245082855,6489,488.931326151
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.35L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.35L.txt,0.306383132935,6596,505.243565083
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.4L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.4L.txt,0.35596704483,6545,493.133343935
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.45L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.45L.txt,0.384408950806,4558,364.720304012
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.5L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.5L.txt,0.332638978958,4591,393.0711689
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.55L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.55L.txt,0.377638101578,4680,412.368577003
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.6L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.6L.txt,0.388803005219,6494,605.305336952
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.65L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.65L.txt,0.402929067612,6690,639.742883921
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.7L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.7L.txt,0.342644929886,6818,685.934482098
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.75L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.75L.txt,0.410903930664,4799,481.256695986
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.8L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.8L.txt,0.416777849197,4824,467.630714893
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.85L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.85L.txt,0.461420059204,4943,487.21081686
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.9L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.9L.txt,0.470150947571,4966,503.016706944
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_1.95L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_1.95L.txt,0.431557178497,4906,509.858529091
cmine,0.075,0.5,0.6,./../dataset/bmspos/bmspos_2.0L.txt,././outputs/bmspos/bmspos_0.075_0.5_0.6_bmspos_final_2.0L.txt,0.463021039963,4910,530.090515852
