type_of_algo,minRF,minCS,maxOR,inpfile,outfile,data_read,patterns_checked,process_done
cmine,0.095,0.5,0.1,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.1_bmspos_final_1.25L.txt,0.244478940964,45,2.49477291107
cmine,0.095,0.5,0.2,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.2_bmspos_final_1.25L.txt,0.275713920593,45,3.02073502541
cmine,0.095,0.5,0.3,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.3_bmspos_final_1.25L.txt,0.239300012589,54,3.15625190735
cmine,0.095,0.5,0.4,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.4_bmspos_final_1.25L.txt,0.242056846619,121,7.22094893456
cmine,0.095,0.5,0.5,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.5_bmspos_final_1.25L.txt,0.242286920547,159,9.4033010006
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.25L.txt,0.238837957382,259,15.9090821743
cmine,0.095,0.5,0.7,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.7_bmspos_final_1.25L.txt,0.242088079453,378,23.4839220047
cmine,0.095,0.5,0.8,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.8_bmspos_final_1.25L.txt,0.23947095871,509,32.5768470764
cmine,0.095,0.5,0.9,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.9_bmspos_final_1.25L.txt,0.278938055038,882,53.4159870148
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.05L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.05L.txt,0.204096078873,253,13.3074328899
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.1L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.1L.txt,0.218674898148,253,13.6189079285
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.15L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.15L.txt,0.225203990936,253,14.3136649132
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.2L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.2L.txt,0.233965158463,256,14.9233009815
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.25L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.25L.txt,0.253914117813,259,15.6719560623
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.3L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.3L.txt,0.252600908279,257,16.342113018
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.35L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.35L.txt,0.260906934738,260,17.1629798412
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.4L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.4L.txt,0.26967382431,260,17.8753910065
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.45L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.45L.txt,0.285852909088,265,18.7170028687
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.5L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.5L.txt,0.336344957352,266,20.1790781021
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.55L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.55L.txt,0.296777963638,272,21.0744280815
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.6L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.6L.txt,0.306150197983,265,20.9596421719
cmine,0.095,0.5,0.6,./../dataset/bmspos/bmspos_1.65L.txt,././outputs/bmspos/bmspos_0.095_0.5_0.6_bmspos_final_1.65L.txt,0.314455986023,271,22.084913969
